Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_Infraestructura/Dist_redEPM, 64881.3610002484, 0.195010096774366, 0.647661382651281, 4.28376882946601, 0.163620236071921, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_Infraestructura/Dist_vias_region, 34340.1795295575, 0.171515560581617, 0.525961363203907, 3.77656178314061, 0.0948257645000325, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_Infraestructura/Dist_vias_rurales, 42258.136811726, 0.157380997842244, 0.565693008726126, 4.67973721810371, 0.105600008734345, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_amenazas/Dist_Altaincendios, 76917.6134102066, 0.260595294401729, 0.732016656170751, 4.17245220093997, 0.241195829322333, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_amenazas/Dist_Deslizamiento, 65115.6983995553, 0.258050912445656, 0.650228493057096, 3.7910012164371, 0.175113921485237, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_amenazas/Dist_Mineria, 43536.080180141, 0.16097024074651, 0.57437014556753, 4.46358336457732, 0.11643692697476, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_amenazas/Dist_PlantacionesHisto, 23533.3435380072, 0.228972826861533, 0.455737436279572, 3.6644547539011, 0.0703502991804712, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_biofisico/Dist_CorredoresSILAPE, 47980.9317410679, 0.422034188309565, 0.590129955388494, 3.4015865648652, 0.177089370528523, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_biofisico/Dist_EcoPOMCA, 73829.6312780277, 0.302251188755159, 0.671724222444065, 3.51941348707863, 0.226029850554555, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_biofisico/Dist_NucleosSILAPE, 26419.4450573771, 0.191774462681272, 0.47679510614442, 4.07534763603045, 0.071032215962408, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_biofisico/Dist_nacimientos, 0, 0, 0, 2.68152762742145, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_biofisico/Dist_parquesreservas, 145924.816679348, 0.318697391965877, 0.786803948759655, 4.2610567348342, 0.311255313844947, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_biofisico/Dista_riosquebradas, 7389.44577355412, 0.202845257317339, 0.275744940209922, 3.17329581228718, 0.024650005691705, 
